Address,Cuisine_Type,Cuisines,Features,Location,Meals,Price,Price_Range,Restaurant,Special_Diets,Segment,Cuisine_Category
"1843 Montgomery Hwy Ste 105, Hoover, AL 35244-1290","Cajun & Creole,Seafood","Cajun & Creole, Seafood",,AL 35244-1290,"Lunch, Dinner, Drinks",$$ - $$$,$8 - $30,The seafood king,,FSR,Food-Centric
"1944 Hoover Ct, Hoover, AL 35226-3607",,,,AL 35226-3607,"Lunch, Dinner",,,J & C Seafood,,FSR,Food-Centric
"4600 Valleydale Rd, Hoover, AL 35242-4607",,,,AL 35242-4607,Dinner,,,Bistro Provare,,FSR,Food-Centric
"110 Riverchase Pkwy E, Hoover, AL 35244-2912",American,American,,AL 35244-2912,"Lunch, Dinner",$$ - $$$,,Arby's,,FSR,Geography/Ethnic
"1841 Montgomery Hwy, Hoover, AL 35244-1249","Middle Eastern,Pakistani","Middle Eastern, Pakistani",,AL 35244-1249,,,,Kabob-Licious,,FSR,Geography/Ethnic
"2636 Valleydale Rd, Hoover, AL 35244-2096",American,American,,AL 35244-2096,,,,Zaxby's,,FSR,Geography/Ethnic
"7940 Highway 72 West, Madison, AL 35758",Mexican,Mexican,,AL 35758,"Breakfast, Lunch, Dinner",,,Taco Bell,,FSR,Geography/Ethnic
"1550 Montgomery Hwy, Hoover, AL 35216-4582","Chinese,Asian,Cantonese","Chinese, Asian","Takeout, Reservations, Wheelchair Accessible, Table Service",AL 35216-4582,"Lunch, Dinner",$$ - $$$,,Mandarin House Chinese Restaurant,,FSR,Geography/Ethnic
"6100 Topgolf Drive NW, Huntsville, AL 35806",,,,AL 35806,"Breakfast, Lunch, Dinner",,,Topgolf,,FSR,Food-Centric
"1001 Heathland Dr NW, Huntsville, AL 35816-1853",Mexican,Mexican,"Takeout, Seating, Television, Wheelchair Accessible, Serves Alcohol, Table Service",AL 35816-1853,"Lunch, Dinner",$$ - $$$,,Casa Blanca,,FSR,Geography/Ethnic
"1678 Montgomery Hwy Suite 101A, Hoover, AL 35216-4914","Italian,Pizza,Vegetarian Friendly","Pizza, Italian",,AL 35216-4914,"Lunch, Dinner",$$ - $$$,,Pazzo! Big Slice Pizza,Vegetarian Friendly,FSR,Geography/Ethnic
"1851 Montgomery Hwy Suite 113, Hoover, AL 35244-1299",Fast Food,Fast Food,,AL 35244-1299,"Lunch, Dinner",$$ - $$$,$7 - $15,Jersey Mike's Subs,,LSR,Food-Centric
"6151 University Dr NW, Huntsville, AL 35806-1773",American,American,"Seating, Highchairs Available, Wheelchair Accessible, Takeout, Table Service",AL 35806-1773,"Breakfast, Lunch, Brunch",$,,IHOP,,LSR,Geography/Ethnic
"4730 Chace Cir, Hoover, AL 35244-3703",Pizza,Pizza,,AL 35244-3703,Dinner,$$ - $$$,$6 - $33,Jet’s Pizza,,FSR,Food-Centric
"6275 University Drive Northwest 24, Huntsville, AL 35806",Chinese,Chinese,,AL 35806,,,,Sakura Asian Cuisine,,FSR,Geography/Ethnic
"3702 Lorna Rd, Hoover, AL 35216-6206",,,,AL 35216-6206,,,,La Sabrosita,,FSR,Food-Centric
"6125 University Dr NW, Huntsville, AL 35806-1757","American,Fast Food","Fast Food, American","Takeout, Seating, Wheelchair Accessible",AL 35806-1757,Dinner,$,,Zaxby's,,LSR,Geography/Ethnic
"8670 Highway 72 West, Madison, AL 35758",,,,AL 35758,"Breakfast, Lunch, Dinner",,,Burger King,,FSR,Food-Centric
"6363 University Dr Nw, Huntsville, AL 35806",,,,AL 35806,"Breakfast, Lunch, Dinner",,,Burger King,,FSR,Food-Centric
"1985 Montgomery Hwy, Hoover, AL 35244-1112",,,,AL 35244-1112,,,,Waffle House,,FSR,Food-Centric
"6290 University Dr NW Ste D, Huntsville, AL 35806-1791",Healthy,Healthy,,AL 35806-1791,,$,$5 - $10,Smoothie King,,LSR,Food-Centric
"644 Jeff Rd NW, Huntsville, AL 35806-1232",Pizza,Pizza,,AL 35806-1232,"Lunch, Dinner",,,Domino's Pizza,,FSR,Food-Centric
"5909 University Dr NW, Huntsville, AL 35806-2505",,,,AL 35806-2505,"Breakfast, Lunch",,,Alchemy at the Camp,,FSR,Food-Centric
"4935 University Dr NW, Huntsville, AL 35816-1805","American,Barbecue","American, Barbecue",,AL 35816-1805,"Lunch, Dinner",$$ - $$$,$10 - $20,Jim 'N Nick's Bar-B-Q,,Bar/Club,Geography/Ethnic
"3210 Governors Dr SW, Huntsville, AL 35805-3632","American,Cafe,Diner","American, Cafe, Diner",,AL 35805-3632,"Breakfast, Lunch, Dinner, Brunch",$,,Blue Plate Cafe,"Vegetarian Friendly, Vegan Options",LSR,Geography/Ethnic
"1420 Waddell Dr, Huntsville, AL 35806-1784","Chinese,Japanese,Sushi","Sushi, Asian, Chinese, Japanese","Takeout, Seating, Wheelchair Accessible, Delivery, Serves Alcohol, Table Service",AL 35806-1784,"Lunch, Dinner",$$ - $$$,,Rice Box,,FSR,Geography/Ethnic
"5634 Grove Blvd, Hoover, AL 35226-4608","Quick Bites,Fast Food",Fast Food,"Takeout, Seating, Wheelchair Accessible",AL 35226-4608,"Lunch, Dinner",$,,Freddy's Frozen Custard and Steakburgers,,LSR,Food-Centric
"1105 Wayne Rd NW, Huntsville, AL 35806-3553","Japanese,Steakhouse,Sushi","Japanese, Sushi, Steakhouse, Asian","Reservations, Seating, Wheelchair Accessible, Table Service",AL 35806-3553,"Lunch, Dinner",$$ - $$$,,Tokyo Japanese Steak House and Sushi Bar,,FSR,Geography/Ethnic
"1000 Glenn Hearn Blvd SW Concourse, Between Gates 3 and 5, Huntsville, AL 35824-2107",Deli,Deli,,AL 35824-2107,,,,McAlister's Deli,,FSR,Food-Centric
"2600 Clinton Ave W, Huntsville, AL 35805-3046","American,Bar,Pizza","American, Bar, Pizza, Pub",,AL 35805-3046,"Lunch, Dinner",$$ - $$$,,Yellowhammer Brewing,Vegetarian Friendly,Bar/Club,Geography/Ethnic
"1989 Hwy 31 S, Hoover, AL 35244",Fast Food,Fast Food,,AL 35244,"Lunch, Dinner",$,,Backyard Burgers,,LSR,Food-Centric
"1450 Perimeter Pkwy NW, Huntsville, AL 35806-3564","American,Steakhouse","American, Steakhouse","Takeout, Seating, Parking Available, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service",AL 35806-3564,"Lunch, Dinner",$$ - $$$,,LongHorn Steakhouse,,FSR,Geography/Ethnic
"20800 E Beach Blvd Gulf State Park Pier, Gulf Shores, AL 36542",Seafood,Seafood,,AL 36542,,,,Angler's at the Pier,,FSR,Food-Centric
"210 Jordan Ln NW, Huntsville, AL 35805-2620","Asian,Vietnamese,Vegetarian Friendly","Takeout, Seating, Table Service, Highchairs Available, Wheelchair Accessible","Asian, Vietnamese",AL 35805-2620,"Lunch, Dinner",$,,Viet Cuisine,"Vegetarian Friendly, Vegan Options",LSR,Geography/Ethnic
"5903 University Dr NW, Huntsville, AL 35806-2505","American,Bar,Pub","American, Bar, Pub","Seating, Wheelchair Accessible, Takeout, Table Service, Live Music",AL 35806-2505,"Breakfast, Lunch, Dinner",$$ - $$$,,Hopper's Bar & Grill,,Bar/Club,Geography/Ethnic
"930 Old Monrovia Rd NW Ste 3, Huntsville, AL 35806-2509","Chinese,Japanese,Sushi","Sushi, Asian, Chinese, Japanese, Thai","Takeout, Seating, Television, Wheelchair Accessible, Reservations, Serves Alcohol, Table Service",AL 35806-2509,"Lunch, Dinner",$$ - $$$,,Sun Cafe,,FSR,Geography/Ethnic
"1550 Gulf Shores Pkwy, Gulf Shores, AL 36542",,,,AL 36542,"Lunch, Dinner",,,Thumbs Up Kitchen Express,,FSR,Food-Centric
"7131 University Dr, Huntsville, AL 35806","Fast Food,Deli","Fast Food, Deli",,AL 35806,"Breakfast, Lunch, Dinner",,,'My Deli' in Mapco Mart,,LSR,Food-Centric
"6125 University Dr NW, Huntsville, AL 35806-1757","American,Bar,Pub","American, Bar, Pub","Takeout, Seating, Wheelchair Accessible, Outdoor Seating, Parking Available, Television, Serves Alcohol, Free Wifi, Accepts Credit Cards, Family style, Non-smoking restaurants, Sports bars",AL 35806-1757,"Lunch, Dinner",$$ - $$$,,Johnny Gryll's,,Bar/Club,Geography/Ethnic
"2100 Rideout Rd SW Ste 120, Huntsville, AL 35808-2006",,,,AL 35808-2006,Lunch,$,,Dipwich Original American Sandwiches,,LSR,Food-Centric
"6800 Governors West NW The Westin, Huntsville, AL 35806-3202",American,American,"Seating, Wheelchair Accessible, Reservations, Serves Alcohol, Table Service",AL 35806-3202,"Breakfast, Lunch, Dinner",$$ - $$$,,Sage Grille,,FSR,Geography/Ethnic
"8044 Highway 72 West In the parking lot of Fitness Planet, Madison, AL 35758-9567",Mexican,Mexican,"Wheelchair Accessible, Delivery, Outdoor Seating, Seating, Parking Available, Free Wifi, Accepts Credit Cards",AL 35758-9567,"Lunch, Dinner",$,,Salsarita's Fresh Mexican Grill,,LSR,Geography/Ethnic
"6212 Old Madison Pike Suite A, Huntsville, AL 35806","Fast Food,Vegetarian Friendly",Fast Food,,AL 35806,"Lunch, Breakfast, Dinner",$,,Subway,Vegetarian Friendly,LSR,Food-Centric
"8005 Hwy 72 W, Madison, AL 35758",,,,AL 35758,"Breakfast, Lunch, Dinner",$,,McDonald's,,LSR,Food-Centric
"2 Off Broadway Street NW, Huntsville, AL 35806",,,,AL 35806,"Lunch, Dinner",,,The Casual Pint,,FSR,Food-Centric
"355 The Bridge St 117, Huntsville, AL 35806-0023",Spanish,Spanish,"Wheelchair Accessible, Reservations, Private Dining, Television, Full Bar, Wine and Beer, Free Wifi, Accepts Credit Cards, Outdoor Seating, Seating",AL 35806-0023,"Drinks, Late Night, Dinner",$$ - $$$,,Vintage Cigar Lounge,,FSR,Geography/Ethnic
"6226 University Dr NW, Huntsville, AL 35806-1705","American,Steakhouse,Bar","Takeout, Seating, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service","American, Steakhouse, Bar",AL 35806-1705,"Lunch, Dinner",$$ - $$$,,Logan's Roadhouse,,Bar/Club,Geography/Ethnic
"6140A University Dr, Huntsville, AL 35806",,,,AL 35806,"Lunch, Dinner",$,,Subway,,LSR,Food-Centric
"1000 Glenn Hearn Blvd SW Concourse, Between Gates 3 and 5, Huntsville, AL 35824-2107",,,,AL 35824-2107,,,,AirHost Grab & Go,,FSR,Food-Centric
"370 The Bridge St, Huntsville, AL 35806-0002","American,Bar,International","Sushi, American, Bar, International",,AL 35806-0002,"Lunch, Dinner, Late Night",$$ - $$$,$20 - $30,Scene Restaurant & Lounge,,Bar/Club,Geography/Ethnic
"18948 Oak Rd W County Road 6, Gulf Shores, AL 36542-2618",,,,AL 36542-2618,"Lunch, Dinner",,,Serve It Up Sports Bistro,,FSR,Food-Centric
"6125 University Dr NW, Huntsville, AL 35806-1757","Lebanese,Mediterranean,Greek","Lebanese, Mediterranean, Greek",,AL 35806-1757,,,,Pita Levant,,FSR,Geography/Ethnic
"376 Hughes Rd, Madison, AL 35758",,,,AL 35758,"Breakfast, Lunch, Dinner",,,Burger King,,FSR,Food-Centric
"6125 University Dr NW Ste D6, Huntsville, AL 35806-1755",Hawaiian,Hawaiian,,AL 35806-1755,,$$ - $$$,$9 - $15,Poke aloha,,FSR,Geography/Ethnic
"7 Town Center Dr NW Ste 103, Huntsville, AL 35806-2672","American,Bar,Pub","American, Bar, Pub",,AL 35806-2672,"Lunch, Dinner, Brunch, Late Night",$$ - $$$,$8 - $16,The Brickhouse Sports Cafe,,Bar/Club,Geography/Ethnic
"6125 University Dr NW Ste E14, Huntsville, AL 35806-1757","American,Vegetarian Friendly,Vegan Options",American,,AL 35806-1757,"Lunch, Dinner",$$ - $$$,,Cheddar's Scratch Kitchen,"Vegetarian Friendly, Vegan Options, Gluten Free Options",FSR,Geography/Ethnic
"315 The Bridge St, Huntsville, AL 35806-0007","Fast Food,Healthy","Fast Food, Healthy",,AL 35806-0007,"Lunch, Dinner",$,,Orange Tree,,LSR,Food-Centric
"12060 County Line Rd, Madison, AL 35756-2003","Chinese,Asian","Chinese, Asian",Wheelchair Accessible,AL 35756-2003,"Lunch, Dinner",$,,China Dragon 6,,LSR,Geography/Ethnic
"7 Town Center Dr NW, Huntsville, AL 35806-2672","Mexican,Vegetarian Friendly",Mexican,,AL 35806-2672,"Lunch, Dinner",$$ - $$$,,Charritos Bar and Grill,Vegetarian Friendly,FSR,Geography/Ethnic
"7064 Us 72, Huntsville, AL 35806",Fast Food,Fast Food,,AL 35806,,$,,Popeyes Louisiana Kitchen,,LSR,Food-Centric
"2100 Rideout Rd Near Gate 9, Huntsville, AL 35812-2000","American,Bar,Pub","American, Bar, Pub","Takeout, Seating, Wheelchair Accessible, Serves Alcohol, Table Service",AL 35812-2000,"Lunch, Dinner",$$ - $$$,,Rocket City Tavern,,Bar/Club,Geography/Ethnic
"6125 University Dr NW, Huntsville, AL 35806-1757","Chinese,Sushi,Asian","Chinese, Sushi, Asian",,AL 35806-1757,"Lunch, Dinner",$$ - $$$,,88 Buffet,Vegetarian Friendly,FSR,Geography/Ethnic
"12181 County Line Road Suite 100, Madison, AL 35758",Italian,Italian,,AL 35758,"Lunch, Dinner",,,Sbarro,,FSR,Geography/Ethnic
"501 Cotton Creek Dr, Gulf Shores, AL 36542-9096",Seafood,Seafood,,AL 36542-9096,,$$$$,$10 - $100,Beach Mania Info,,FSR,Food-Centric
"350 The Bridge St Ste 104 Suite 104, Huntsville, AL 35806",Cafe,Cafe,"Free Off-Street Parking, Accepts Credit Cards, Delivery, Wheelchair Accessible",AL 35806,"Lunch, Dinner",$$ - $$$,,The Chocolate Crocodile,,LSR,Beverage-Centric
"8818 State Highway 180, Gulf Shores, AL 36542-8116",Pizza,Pizza,"Delivery, Takeout",AL 36542-8116,,$$ - $$$,,Fort Morgan Pizza,,FSR,Food-Centric
"6610 Old Madison Pike NW Ste 102, Huntsville, AL 35806-2179","Mexican,Vegetarian Friendly",Mexican,,AL 35806-2179,"Lunch, Dinner",$$ - $$$,,El Coyote #2,Vegetarian Friendly,FSR,Geography/Ethnic
"3800 Gulf Shores Pkwy Ste 340 The Pelican Place Mall, Gulf Shores, AL 36542-2842",American,American,,AL 36542-2842,,,,Wacked Out Weiner Gulf Shores,,FSR,Geography/Ethnic
"624 Gulf Shores Pkwy, Gulf Shores, AL 36542-6550","American,Bar,Pub","Seating, Television, Serves Alcohol, Wheelchair Accessible, Table Service, Live Music","Bar, American, Pub",AL 36542-6550,"Lunch, Dinner, Late Night",$$ - $$$,,Mud Bugs,,Bar/Club,Geography/Ethnic
"7049 Hwy 72 W, Huntsville, AL 35806",,,,AL 35806,"Breakfast, Lunch, Dinner",$,$3 - $8,Bojangles' Famous Chicken 'n Biscuits,,LSR,Food-Centric
"445 Jan Davis Dr NW Lobby of Digium, Inc, Huntsville, AL 35806-4540",,,,AL 35806-4540,"Breakfast, Lunch",,,Digium Beans & Bytes,,FSR,Food-Centric
"7044 University Dr NW Ste B, Huntsville, AL 35806-6202","Mexican,Southwestern,Vegetarian Friendly","Mexican, Southwestern",,AL 35806-6202,"Lunch, Dinner",$$ - $$$,,El Omeca Mexican Cantina,Vegetarian Friendly,FSR,Geography/Ethnic
"1000 Glenn Hearn Blvd SW Four Points by Sheraton Huntsville Airport, Huntsville, AL 35824-2107","American,Bar,Pub","American, Bar, Pub","Seating, Wheelchair Accessible, Serves Alcohol, Table Service",AL 35824-2107,"Lunch, Dinner",$$ - $$$,,The Grille,,Bar/Club,Geography/Ethnic
"365 The Bridge St, Huntsville, AL 35806-0025","American,Bar,Pub","Takeout, Seating, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service","American, Bar, Pub",AL 35806-0025,"Lunch, Dinner",$$ - $$$,,Red Robin Gourmet Burgers,,Bar/Club,Geography/Ethnic
"400 Highway 59, Gulf Shores, AL 36542",,,,AL 36542,,,,The Gulf Shores Sweet Spot,,FSR,Food-Centric
"320 E Beach Blvd, Gulf Shores, AL 36542-6504","American,Cajun & Creole,Street Food","American, Cajun & Creole, Street Food",,AL 36542-6504,"Lunch, Dinner",,,New Orleans Original Snoballs,,FSR,Geography/Ethnic
"6610 Old Madison Pike NW, Huntsville, AL 35806-2175","Italian,Pizza,Vegetarian Friendly","Delivery, Takeout, Wheelchair Accessible, Seating","Pizza, Italian",AL 35806-2175,"Dinner, Lunch",$$ - $$$,,Venice Pizza,Vegetarian Friendly,FSR,Geography/Ethnic
"3800 Gulf Shores Pkwy Ste 370, Gulf Shores, AL 36542-2844","Mexican,Southwestern,Vegetarian Friendly","Mexican, Southwestern",,AL 36542-2844,"Dinner, Lunch",$$ - $$$,,Margarita Loca Bar & Grill,Vegetarian Friendly,FSR,Geography/Ethnic
"8628 Highway 72 W, Madison, AL 35758-9580","American,Southwestern,Bar","American, Bar, Southwestern, Pub","Takeout, Seating, Serves Alcohol, Table Service",AL 35758-9580,"Dinner, Lunch",$$ - $$$,,Chili's,,Bar/Club,Geography/Ethnic
"401 The Bridge St Suite 120, Huntsville, AL 35806-0030","American,Bar,Vegetarian Friendly","Accepts Visa, Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Digital Payments, Free Wifi, Accepts Discover, Accepts Credit Cards, Table Service","American, Bar",AL 35806-0030,"Lunch, Dinner",$$ - $$$,,BJ's Restaurant & Brewhouse,"Vegetarian Friendly, Vegan Options, Gluten Free Options",Bar/Club,Geography/Ethnic
"1301 Gulf Shores Pkwy, Gulf Shores, AL 36542-5933",Fast Food,Fast Food,,AL 36542-5933,"Lunch, Dinner, Late Night, Drinks",$$ - $$$,$2 - $50,Mrs. Fields Cookies,,LSR,Food-Centric
"300 Hughes Rd Ste F, Madison, AL 35758-1187","Chinese,Asian","Chinese, Asian",,AL 35758-1187,"Lunch, Dinner",$,,Golden China Restaurant,,LSR,Geography/Ethnic
"8721 Madison Blvd, Madison, AL 35758-1805","Eastern European,Armenian","Eastern European, Armenian",,AL 35758-1805,,,,Madi's Cafe & Bar,,FSR,Geography/Ethnic
"2420 E 2nd St, Gulf Shores, AL 36542-3114",American,American,,AL 36542-3114,,,,The Cafe,,FSR,Geography/Ethnic
"815 Plantation Rd Kiva Lodge, Gulf Shores, AL 36542-8286","American,Bar,Grill","American, Grill, Bar, Pub",,AL 36542-8286,"Breakfast, Lunch, Dinner, Brunch, Drinks",$$ - $$$,$3 - $25,Kiva Grill,,Bar/Club,Geography/Ethnic
"3800 Gulf Shores Pkwy Suite 310, Pelican Place Shopping Center, Gulf Shores, AL 36542-2836","Polish,European,Russian,Czech","Polish, European, Russian, Czech, Eastern European, Israeli, Ukrainian","Parking Available, Free Off-Street Parking, Accepts Credit Cards",AL 36542-2836,Lunch,,,Gourmet World Market,,FSR,Geography/Ethnic
"300 E Beach Blvd, Gulf Shores, AL 36542-6504","American,Bar","American, Bar","Takeout, Outdoor Seating, Seating, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service, Parking Available",AL 36542-6504,"Lunch, Dinner, Late Night",$$ - $$$,,Hooters,,Bar/Club,Geography/Ethnic
"1395 Enterprise Way NW, Huntsville, AL 35806-4469","American,Deli,Vegetarian Friendly","American, Deli",,AL 35806-4469,"Lunch, Dinner",$$ - $$$,,Jason's Deli,Vegetarian Friendly,FSR,Geography/Ethnic
"632 Gulf Shores Pkwy Ste 101, Gulf Shores, AL 36542","Italian,Pizza,Fast Food","Pizza, Italian, Fast Food","Delivery, Takeout, Wheelchair Accessible",AL 36542,"Lunch, Dinner",$,,Papa John's Pizza,,LSR,Geography/Ethnic
"1550A W 2nd St Unit 5, Gulf Shores, AL 36542-4439",,,,AL 36542-4439,"Breakfast, Lunch, Dinner",,,Happy Pappy,,FSR,Food-Centric
"2200 E 2nd St Unit J, Gulf Shores, AL 36542-3195","Italian,Pizza","Pizza, Italian",,AL 36542-3195,,$$ - $$$,$5 - $20,Mama Lotties,,FSR,Geography/Ethnic
"837 Gulf Shores Pkwy, Gulf Shores, AL 36542-5905",,,,AL 36542-5905,"Breakfast, Lunch, Dinner",,,Hardee's,,FSR,Food-Centric
"3800 Gulf Shores Pkwy Ste 340, Gulf Shores, AL 36542-2836","American,Fast Food","American, Fast Food","Takeout, Seating",AL 36542-2836,Lunch,$,,Wacked Out Weiner,,LSR,Geography/Ethnic
"200 Clubhouse Dr, Gulf Shores, AL 36542-3526",American,American,,AL 36542-3526,Dinner,$,,Undertow,,LSR,Geography/Ethnic
"1832 W Beach Blvd, Gulf Shores, AL 36542-6026",,,,AL 36542-6026,"Lunch, Dinner",,,West Beach Cafe,,FSR,Food-Centric
"8818 State Highway 180, Gulf Shores, AL 36542-8116","American,Pizza,Vegetarian Friendly","American, Pizza",,AL 36542-8116,,$$ - $$$,$5 - $25,Pines Pizzeria,Vegetarian Friendly,FSR,Geography/Ethnic
"2200 E 2nd St Ste K, Gulf Shores, AL 36542-3194","Chinese,Asian","Chinese, Asian","Delivery, Takeout, Reservations, Wheelchair Accessible",AL 36542-3194,"Lunch, Dinner",$,,China Dragon,,LSR,Geography/Ethnic
"1220 Fox Run parkway, Opelika, AL 36801-5948","Caribbean,Jamaican","Caribbean, Jamaican",,AL 36801-5948,,,,Homegirls Jamaican Grill,,FSR,Geography/Ethnic
"1002 2nd Ave., Opelika, AL 36801",,,,AL 36801,"Breakfast, Lunch, Dinner",$,,Wendy's,,LSR,Food-Centric
"1801 2nd Ave, Opelika, AL 36801-5405",American,American,,AL 36801-5405,,,,Susie K's Restaurant,,FSR,Geography/Ethnic
"3800 Gulf Shores Pkwy, Gulf Shores, AL 36542-2836",Fast Food,Fast Food,,AL 36542-2836,,,,Subway,,LSR,Food-Centric
"1515 2nd Ave Ste L, Opelika, AL 36801-5642",Chinese,Chinese,,AL 36801-5642,Dinner,,,New China,,FSR,Geography/Ethnic
"400 Plantation Rd, Gulf Shores, AL 36542-8138",Barbecue,Barbecue,,AL 36542-8138,,,,Uncle Leo's,,Bar/Club,Food-Centric
"2096 Interstate Drive, Opelika, AL 36801","American,Fast Food","American, Fast Food","Takeout, Seating, Wheelchair Accessible",AL 36801,"Breakfast, Lunch, Dinner",$,,Steak 'n Shake,,LSR,Geography/Ethnic
"1545 Gulf Shores Pkwy, Gulf Shores, AL 36542",,,,AL 36542,"Breakfast, Lunch",$,,Subway,,LSR,Food-Centric
"1706 Frederick Rd, Opelika, AL 36801-7208",Mexican,Mexican,,AL 36801-7208,"Lunch, Dinner",$$ - $$$,,Durango Mexican Grill,,FSR,Geography/Ethnic
"816 Columbus Pkwy, Opelika, AL 36801-5938","Asian,Korean","Asian, Korean",,AL 36801-5938,,,,Gohyang Gardens,,FSR,Geography/Ethnic
"412 W Beach Blvd, Gulf Shores, AL 36542-6434",American,American,,AL 36542-6434,Dinner,$,$3 - $7,Funky Fresh Ice Cream,,LSR,Geography/Ethnic
"3800 Gulf Shores Pkwy Ste. 104, Gulf Shores, AL 36542-2836","Italian,Pizza","Italian, Pizza","Takeout, Seating, Buffet, Wheelchair Accessible",AL 36542-2836,"Lunch, Dinner",$$ - $$$,,Papa's Pizza Gulf Shores,,FSR,Geography/Ethnic
